fault_id,affect_business,affect_info,business_break_time,create_time,is_delete,other_info,pop_fault_reason,pop_fault_reason_name,pop_fault_seg,pop_fault_seg_detail,pop_fault_time,pop_repair_charge_man,pop_repair_plane,pop_sys,pop_type,repair_status,repair_status_name,repair_type,reserved_field,seg_data,send_email_type,update_time,estimated_repair_completion_time,estimated_ship_departure_time,repair_progress,actual_ship_departure_time,affect_direction,arrival_service_area_time,business_recovery_reason,business_recovery_time,confirm_repair_plan_time,confirm_repair_ship_time,estimated_confirm_plan_time,estimated_maintenance_permit_time,latitude,longitude,obtain_repair_permit_time,pop_repair_boat,pop_repair_dyn_info,pop_repair_remark,repair_boat,repair_done_time,request_maintenance_permit_time,start_maintenance_operations_time,timestamp,exist_flag
164,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2021-12-25 14:13:00,2022-03-28 17:07:32,0,"{""faultDuration"":""136天19小时47分钟"",""sectionDir"":""香港-新加坡 ;"",""opretionProcess"":""暂无""}",0,未知,S4,S4 (TKO-BU3),2021-12-25 14:13:00,Melody,5月2日-5月10日,ASE,外租海缆,4,已结束,故障,2022-03-28,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-27 02:49:03,,,,,,,,,,,,,,,,-,-,IR# 42767377,C.S.ASEAN Explorer,2022-05-11 10:00:00,,,,1
165,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2022-03-28 17:07:32,0,"{""faultDuration"":""79天0小时9分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S1.3,S1.3 (BU2-BU3),2021-12-25 14:13:00,Melody,已完成,ASE,外租海缆,4,已结束,故障,2022-03-28,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-03-28 17:07:32,,,,,,,,,,,,,,,,-,-,1-48094838567,C.S.ASEAN Explorer,2022-03-14 14:22:00,,,,1
166,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2022-01-12 12:05:00,2022-03-28 17:07:32,0,"{""faultDuration"":""56天6小时11分钟"",""sectionDir"":""暂无"",""opretionProcess"":""暂无""}",0,未知,S1.2,S1.2,2022-01-12 12:05:00,Penny,待定,IMEWE,外租海缆,4,已结束,故障,2022-03-28,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-24 03:34:40,,,,,,,,,,,,,,,,-,-,30549906,-,2022-03-09 06:16:00,,,,1
167,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2022-03-28 17:07:32,0,"{""faultDuration"":""106天23小时3分钟"",""sectionDir"":""暂无"",""opretionProcess"":""暂无""}",0,未知,S2.1,S2.1 (Mumbai-BU2A),2022-01-12 22:23:00,Penny,4月24日-29日,SMW4,外租海缆,4,已结束,故障,2022-03-28,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-05-03 03:03:47,,,,,,,,,,,,,,,,-,-,1-48258769389,-,2022-04-29 21:26:00,,,,1
168,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2022-03-28 17:07:32,0,"{""faultDuration"":""51天22小时40分钟"",""sectionDir"":""暂无"",""opretionProcess"":""暂无""}",0,未知,S13,S13 (Chikura–BU6),2022-02-09 01:20:00,Terrence,3月22日-30日,SJC,外租海缆,4,已结束,故障,2022-03-28,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-05-03 02:47:07,,,,,,,,,,,,,,,,,,INC000022430819,,2022-04-02 12:00:00,,,,1
182,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2022-05-03 02:07:58,0,"{""faultDuration"":""77天13小时51分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S1B,S1B (SNG-BU1),2022-03-15 16:59:00,Penny,5月27日-6月3日,AAG,外租海缆,4,已结束,故障,2022-05-03,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-24 03:44:56,,,,,,,2021年10月时因AAG S1i和S1G故障业务已中断,,,,,,,,,,,HK20211022-04,,2022-06-01 06:50:00,,,,1
184,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2022-05-03 02:31:25,0,"{""faultDuration"":""70天6小时28分钟"",""sectionDir"":""暂无"",""opretionProcess"":""看赛马设备收REMOTE FAULT""}",0,未知,Segment E,Segment E (Pusan-Tongfuk),2022-03-23 16:49:00,Jerry,已完成修复第一个故障点; 5月29日-6月5日修复第二个故障点,FNAL/RNAL,外租海缆,4,已结束,故障,2022-05-03,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-24 03:13:58,,,,,,,,,,,,,,,,,,INC000000076414,LODBROG,2022-06-01 23:17:00,,,,1
185,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2022-05-03 02:38:47,0,"{""faultDuration"":""27天2小时54分钟"",""sectionDir"":""Busan-Shima-Viawest, Hillsboro ;Chongming-Busan ;Busan-Maruyama ;Lingang-Busan ;Nanhui-Busan ;Busan-Toucheng ;"",""opretionProcess"":""暂无""}",0,未知,S4,S4 (Busan-BU2),2022-01-06 10:36:00,田信国,1月20日-2月2日,NCP,参建海缆,4,已结束,故障,2022-05-03,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-05-03 02:38:47,,,,,中韩,,,,,,,,,,,,,PSCC TKT 22836647,C.S.KOL,2022-02-02 13:30:00,,,,1
217,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2022-06-23 02:03:14,0,"{""faultDuration"":""165天18小时57分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S3.3,S3.3 (Perth-BU1),2022-03-24 11:42:00,田信国,预计8月6日到达预定海域，预计10日完成修理工作,SMW3,参建海缆,4,已结束,故障,2022-06-23,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-09-06 06:39:31,,,,,,,,2022-08-10 05:20:00,,,,,,,,Indosat,,GBNOC-2022-3-0014,C.S.ASEAN Explorer,2022-09-06 06:39:00,,,,1
224,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",,2022-06-27 01:01:38,0,"{""faultDuration"":""102天8小时2分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S4.8,S4.8 (Pyapon -BU44),2022-03-21 23:24:00,田信国,6月26日-7月1日,SMW3,参建海缆,4,已结束,故障,2022-06-27,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-07-25 03:03:34,,,,,,,*没有业务受影响,,,,,,,,,,,GBNOC-2022-3-0012,,2022-07-02 07:26:00,,,,1
225,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2022-01-25 13:46:00,2022-06-27 01:21:22,0,"{""faultDuration"":""0天7小时18分钟"",""sectionDir"":""马来Penang - 新加坡Sing（GS） ;"",""opretionProcess"":""暂无""}",0,未知,L1,Seg.L1 (AHT-TGB),2022-01-25 13:46:00,-,,AAE-1,参建海缆,4,已结束,故障,2022-06-27,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-27 01:22:23,,,,,,,L1+L1.2同时中断，L1.2修复后业务恢复,2022-01-25 20:33:00,,,,,,,,,,NW 5600 NW5601,,2022-01-25 21:04:00,,,,1
226,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2022-01-25 14:55:00,2022-06-27 01:30:14,0,"{""faultDuration"":""0天5小时38分钟"",""sectionDir"":""马来Penang - 新加坡Sing（GS） ;"",""opretionProcess"":""暂无""}",0,未知,L1,Seg.L1.2 (TGS-PNK ),2022-01-25 14:55:00,-,,AAE-1,参建海缆,4,已结束,故障,2022-06-27,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-27 01:30:14,,,,,,,L1+L1.2同时中断，L1.2修复后业务恢复,2022-01-25 20:33:00,,,,,,,,,,,,2022-01-25 20:33:00,,,,1
227,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2022-01-25 10:56:00,2022-06-27 01:33:09,0,"{""faultDuration"":""1天3小时27分钟"",""sectionDir"":""中国-美国 ;"",""opretionProcess"":""暂无""}",0,未知,S2,S2 (HKG-Philippines),2022-01-25 10:56:00,-,,AAG,外租海缆,4,已结束,故障,2022-06-27,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-27 01:33:09,,,,,,,,2022-01-26 14:23:00,,,,,,,,,,44487065,,2022-01-26 14:23:00,,,,1
228,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2022-01-27 16:52:00,2022-06-27 01:36:04,0,"{""faultDuration"":""6天16小时46分钟"",""sectionDir"":""Nedonna-Qingdao ;Chongming-Qingdao ;Qingdao-Shinmaruyama  ;"",""opretionProcess"":""暂无""}",0,未知,S1N,S1N (QDO-Hillsboro),2022-01-27 16:34:00,-,,TPE,参建海缆,4,已结束,故障,2022-06-27,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-27 01:36:04,,,,,"中美,中日",,,,,,,,,,,,,,,2022-02-03 09:20:00,,,,1
229,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2022-02-08 00:29:00,2022-06-27 01:39:06,0,"{""faultDuration"":""1天14小时59分钟"",""sectionDir"":""ViaWest-Palo Alto ;Palo Alto-LA OWS ;ViaWest-San Jose ;San Jose- LA Equinix ;LA OWS-LA Equinix ;Palo Alto-San Jose ;"",""opretionProcess"":""暂无""}",0,未知,无,US Backhaul,2022-02-08 00:29:00,-,,NCP,参建海缆,4,已结束,故障,2022-06-27,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-27 01:39:14,,,,,,,,,,,,,,,,,,TTN-0005648393 TTN-0005648401,,2022-02-09 15:28:00,,,,1
230,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2022-02-10 09:18:00,2022-06-27 01:40:45,0,"{""faultDuration"":""0天14小时51分钟"",""sectionDir"":""ViaWest-Palo Alto ;Palo Alto-LA OWS ;ViaWest-San Jose ;San Jose- LA Equinix ;LA OWS-LA Equinix ;Palo Alto-San Jose ;"",""opretionProcess"":""暂无""}",0,未知,无,US Backhaul,2022-02-10 09:18:00,-,,NCP,参建海缆,4,已结束,故障,2022-06-27,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-27 01:40:45,,,,,,,,,,,,,,,,,,TTN-0005656055,,2022-02-11 00:09:00,,,,1
231,否,"{""relayNum"":0,""affectNum"":0,""rate"":""""}",2022-02-12 08:05:00,2022-06-27 01:42:25,0,"{""faultDuration"":""0天13小时12分钟"",""sectionDir"":"""",""opretionProcess"":""暂无""}",0,未知,S5.2,S5.2 (Karachi-BU),2022-02-12 08:05:00,-,,SMW3,参建海缆,4,已结束,故障,2022-06-27,"[""AAE-1"",""AAG"",""ADC"",""APCN2"",""APG"",""ASC"",""ASE"",""C2C"",""CSCN"",""EAC"",""EASSY"",""FNAL/RNAL"",""IMEWE"",""MAINONE"",""MCT"",""NCP"",""PEACE"",""SAT-3"",""SEACOM"",""SEAX-1"",""SJC"",""SMW3"",""SMW4"",""SMW5"",""TGN-IA"",""TPE"",""TSE-1"",""WACS""]",,2022-06-27 01:42:25,,,,,,,,2022-02-12 21:17:00,,,,,,,,,,TX-MT-3976,,2022-02-12 21:17:00,,,,1
